Image name,Human annotated emotion,Full caption,Minus interactions,Minus environments
3ytrr4bu33pv3e36ln_2.jpg,Disconnection,"Jack is a male adult. Jack is or has keeping one's back to a wall, leaning back. Jack's physical environment is in the waiting area inside a hospital.","Jack is a male adult. Jack is or has keeping one's back to a wall, leaning back. Jack's physical environment is in the waiting area inside a hospital.","Jack is a male adult. Jack is or has keeping one's back to a wall, leaning back."
3ytrr4bu33pv3e36ln_2.jpg,Sadness,"Jane is a Female Adult. Jane is or has Flat expression, Sitting, Leaning back. Karl is similar age as Jane and sitting next to Jane and reading a magazine. Jane's physical environment is in a waiting room at a clinic.","Jane is a Female Adult. Jane is or has Flat expression, Sitting, Leaning back. Jane's physical environment is in a waiting room at a clinic.","Jane is a Female Adult. Jane is or has Flat expression, Sitting, Leaning back. Karl is similar age as Jane and sitting next to Jane and reading a magazine."
42ivygbubvryueylhx_5.jpg,Disconnection,"Jack is a Male Adult. Jack is or has Frowning, Hand up in air. Jack's physical environment is walking on totem poles with friends.","Jack is a Male Adult. Jack is or has Frowning, Hand up in air. Jack's physical environment is walking on totem poles with friends.","Jack is a Male Adult. Jack is or has Frowning, Hand up in air."
4jdr4joweoi5dedxky_2.jpg,Anger,"Chloe is a female adult. Chloe is a(n) business professional. Chloe is or has furrowed eyebrows, glaring, leaning forward, resting chin on hand. Karl is Chloe's wo-worker and he is staring at Chloe and biting his nails. Chloe's physical environment is in an office.","Chloe is a female adult. Chloe is a(n) business professional. Chloe is or has furrowed eyebrows, glaring, leaning forward, resting chin on hand. Chloe's physical environment is in an office.","Chloe is a female adult. Chloe is a(n) business professional. Chloe is or has furrowed eyebrows, glaring, leaning forward, resting chin on hand. Karl is Chloe's wo-worker and he is staring at Chloe and biting his nails."
4jdr4joweoi5dedxky_2.jpg,Disquietment,"Terry is a Male Adult. Terry is a(n) Professional. Terry is or has Glassy stare, Gritting teeth, Resting chin on hand, Leaning forward. Mia is Terry's coworker and she is frowning and staring at Terry. Terry's physical environment is in an office.","Terry is a Male Adult. Terry is a(n) Professional. Terry is or has Glassy stare, Gritting teeth, Resting chin on hand, Leaning forward. Terry's physical environment is in an office.","Terry is a Male Adult. Terry is a(n) Professional. Terry is or has Glassy stare, Gritting teeth, Resting chin on hand, Leaning forward. Mia is Terry's coworker and she is frowning and staring at Terry."
62sxsunamhmxbhb4po_1.jpg,Fatigue,"Sean is a male adult. Sean is a(n) business professional. Sean is or has closed eyes, yawning, sliding down in a chair. Sean's physical environment is in front of a computer.","Sean is a male adult. Sean is a(n) business professional. Sean is or has closed eyes, yawning, sliding down in a chair. Sean's physical environment is in front of a computer.","Sean is a male adult. Sean is a(n) business professional. Sean is or has closed eyes, yawning, sliding down in a chair."
63cpdzbm913mm38ql2_1.jpg,Disconnection,"Greg is a male adult. Greg is or has looking away, cheek resting on own palm, sitting. Greg's physical environment is on a bench in a park.","Greg is a male adult. Greg is or has looking away, cheek resting on own palm, sitting. Greg's physical environment is on a bench in a park.","Greg is a male adult. Greg is or has looking away, cheek resting on own palm, sitting."
65xfi4im4fhxqspr0n_2.jpg,Fatigue,"Sophia is a Female Adult. Sophia is a(n) Runner. Sophia is or has Closed eyes, Bending down, Tense posture. Alec is a runner and he is running behind Sophia. Sophia's physical environment is in a park.","Sophia is a Female Adult. Sophia is a(n) Runner. Sophia is or has Closed eyes, Bending down, Tense posture. Sophia's physical environment is in a park.","Sophia is a Female Adult. Sophia is a(n) Runner. Sophia is or has Closed eyes, Bending down, Tense posture. Alec is a runner and he is running behind Sophia."
6774nq377pxuggw6ej_1.jpg,Fatigue,"Sophia is a Female Adult. Sophia is or has Closed eyes, Slouching and leaning on objects. Sophia's physical environment is in an office with a laptop and a big pile of folders and documents on the table.","Sophia is a Female Adult. Sophia is or has Closed eyes, Slouching and leaning on objects. Sophia's physical environment is in an office with a laptop and a big pile of folders and documents on the table.","Sophia is a Female Adult. Sophia is or has Closed eyes, Slouching and leaning on objects."
6bfeeqea6feds0osm2_1.jpg,Fatigue,"Chloe is a female adult. Chloe is or has yawning, hand covering mouth. Chloe's physical environment is in a car.","Chloe is a female adult. Chloe is or has yawning, hand covering mouth. Chloe's physical environment is in a car.","Chloe is a female adult. Chloe is or has yawning, hand covering mouth."
6burh2fms2a508h4vu_2.jpg,Disquietment,"Terry is a male adult. Terry is a(n) business professional. Terry is or has looking up, lips that flatten. Mia is a passenger and he is sleeping on Terry's shoulder. Terry's physical environment is on a bus.","Terry is a male adult. Terry is a(n) business professional. Terry is or has looking up, lips that flatten. Terry's physical environment is on a bus.","Terry is a male adult. Terry is a(n) business professional. Terry is or has looking up, lips that flatten. Mia is a passenger and he is sleeping on Terry's shoulder."
6burh2fms2a508h4vu_2.jpg,Fatigue,"Lucas is a male adult. Lucas is a(n) business professional. Lucas is or has closed eyes, tilting one's head to the side, sitting, leaning on an object. Karl is an adult and he is being leaned on by Lucas. Lucas's physical environment is on a bus.","Lucas is a male adult. Lucas is a(n) business professional. Lucas is or has closed eyes, tilting one's head to the side, sitting, leaning on an object. Lucas's physical environment is on a bus.","Lucas is a male adult. Lucas is a(n) business professional. Lucas is or has closed eyes, tilting one's head to the side, sitting, leaning on an object. Karl is an adult and he is being leaned on by Lucas."
6efcu37lrwrwqsu6of_1.jpg,Disconnection,"Sean is a Male Adult. Sean is a(n) Runner. Sean is or has Staring down at the ground, Breathing excessively, Bent spine, Sweeping hand across the forehead to get rid of sweat. Sean's physical environment is in a park.","Sean is a Male Adult. Sean is a(n) Runner. Sean is or has Staring down at the ground, Breathing excessively, Bent spine, Sweeping hand across the forehead to get rid of sweat. Sean's physical environment is in a park.","Sean is a Male Adult. Sean is a(n) Runner. Sean is or has Staring down at the ground, Breathing excessively, Bent spine, Sweeping hand across the forehead to get rid of sweat."
6ejedlt6qmhhzkbxxa_3.jpg,Confusion,"Nancy is a Female Child. Nancy is or has Lowered eyebrows, Glancing as if looking for answers, Tilting one's head to the side. Mia is Nancy's friend and she seems bored. Nora is Nancy's friend and she is staring in the same direction as Nancy and Mia. Nancy's physical environment is in a living room with her friends.","Nancy is a Female Child. Nancy is or has Lowered eyebrows, Glancing as if looking for answers, Tilting one's head to the side. Nancy's physical environment is in a living room with her friends.","Nancy is a Female Child. Nancy is or has Lowered eyebrows, Glancing as if looking for answers, Tilting one's head to the side. Mia is Nancy's friend and she seems bored. Nora is Nancy's friend and she is staring in the same direction as Nancy and Mia."
6ejedlt6qmhhzkbxxa_3.jpg,Disapproval,"Wendy is a female child. Wendy is or has downturned mouth, resting chin on hand, leaning forward, sitting, eyes are cold, dead and flat. Wendy's physical environment is in a room with friends.","Wendy is a female child. Wendy is or has downturned mouth, resting chin on hand, leaning forward, sitting, eyes are cold, dead and flat. Wendy's physical environment is in a room with friends.","Wendy is a female child. Wendy is or has downturned mouth, resting chin on hand, leaning forward, sitting, eyes are cold, dead and flat."
6fmgx8s6gvq2mn08zo_1.jpg,Fatigue,"Chloe is a Female Child. Chloe is or has Bending forward and laying head on arms, Sitting, Staring off into the distance. Chloe's physical environment is in a room with a big pile of homework on the table.","Chloe is a Female Child. Chloe is or has Bending forward and laying head on arms, Sitting, Staring off into the distance. Chloe's physical environment is in a room with a big pile of homework on the table.","Chloe is a Female Child. Chloe is or has Bending forward and laying head on arms, Sitting, Staring off into the distance."
6g5qpuu2jwo3wlyopa_1.jpg,Fatigue,"Terry is a male adult. Terry is or has closed eyes, leaning on an object. Terry's physical environment is on a bus.","Terry is a male adult. Terry is or has closed eyes, leaning on an object. Terry's physical environment is on a bus.","Terry is a male adult. Terry is or has closed eyes, leaning on an object."
6h85d8d0rrvntefpkq_1.jpg,Fatigue,"Lucas is a Male Adult. Lucas is or has Closed eyes, Looking down, Palms covering forehead, Bent spine. Lucas's physical environment is in a kitchen.","Lucas is a Male Adult. Lucas is or has Closed eyes, Looking down, Palms covering forehead, Bent spine. Lucas's physical environment is in a kitchen.","Lucas is a Male Adult. Lucas is or has Closed eyes, Looking down, Palms covering forehead, Bent spine."
6j8vlh3y4z2n3fbd0b_1.jpg,Fatigue,"Chloe is a Female Adult. Chloe is a(n) Employee. Chloe is or has Closed eyes, Looking down, Tilting head downward, Palms covering forehead. Chloe's physical environment is in an office with a laptop on the table.","Chloe is a Female Adult. Chloe is a(n) Employee. Chloe is or has Closed eyes, Looking down, Tilting head downward, Palms covering forehead. Chloe's physical environment is in an office with a laptop on the table.","Chloe is a Female Adult. Chloe is a(n) Employee. Chloe is or has Closed eyes, Looking down, Tilting head downward, Palms covering forehead."
6kt4xw4h2tpw47vfvo_1.jpg,Pain/Suffering - Physical,"Jane is a Female Adult. Jane is or has Covering face with hands, Lying flat. Jane's physical environment is on a pavement with a helmet, water bottle, and phone scattered on the ground.","Jane is a Female Adult. Jane is or has Covering face with hands, Lying flat. Jane's physical environment is on a pavement with a helmet, water bottle, and phone scattered on the ground.","Jane is a Female Adult. Jane is or has Covering face with hands, Lying flat."
6mn2ofehifa7se0518_1.jpg,Fatigue,"Sean is a Male Adult. Sean is a(n) Professional. Sean is or has Frowning, Glassy stare, Resting one side of face on hand, Bending forward. Sean's physical environment is in a office with a laptop on a desk.","Sean is a Male Adult. Sean is a(n) Professional. Sean is or has Frowning, Glassy stare, Resting one side of face on hand, Bending forward. Sean's physical environment is in a office with a laptop on a desk.","Sean is a Male Adult. Sean is a(n) Professional. Sean is or has Frowning, Glassy stare, Resting one side of face on hand, Bending forward."
72sb132jcc617h3y87_3.jpg,Fatigue,"Terry is a male adult. Terry is or has closed eyes, slouching on an object, leaning back. Alec is a customer and he is sleeping in a seat next to Terry. Terry's physical environment is at a movie theatre.","Terry is a male adult. Terry is or has closed eyes, slouching on an object, leaning back. Terry's physical environment is at a movie theatre.","Terry is a male adult. Terry is or has closed eyes, slouching on an object, leaning back. Alec is a customer and he is sleeping in a seat next to Terry."
753ml5vhom3n0rzhm9_1.jpg,Fatigue,"Lucas is a male adult. Lucas is a(n) business professional. Lucas is or has closed eyes, hand resting on forehead, slouching and leaning on objects. Lucas's physical environment is on a couch.","Lucas is a male adult. Lucas is a(n) business professional. Lucas is or has closed eyes, hand resting on forehead, slouching and leaning on objects. Lucas's physical environment is on a couch.","Lucas is a male adult. Lucas is a(n) business professional. Lucas is or has closed eyes, hand resting on forehead, slouching and leaning on objects."
782dpy75p7b0537h8o_1.jpg,Disquietment,"Jack is a Male Adult. Jack is or has Tilting head downward, Hands on both sides of head, Bent spine, Hunched shoulders. Jack's physical environment is on a bed.","Jack is a Male Adult. Jack is or has Tilting head downward, Hands on both sides of head, Bent spine, Hunched shoulders. Jack's physical environment is on a bed.","Jack is a Male Adult. Jack is or has Tilting head downward, Hands on both sides of head, Bent spine, Hunched shoulders."
7aydba2xnie8dt2kd0_5.jpg,Pain/Suffering - Physical,"Jack is a male adult. Jack is a(n) runner. Jack is or has bending down, bent spine, body posture that loosens or collapses. Karl is also a runner and he is bending down side Jack. Jack's physical environment is on a grass field.","Jack is a male adult. Jack is a(n) runner. Jack is or has bending down, bent spine, body posture that loosens or collapses. Jack's physical environment is on a grass field.","Jack is a male adult. Jack is a(n) runner. Jack is or has bending down, bent spine, body posture that loosens or collapses. Karl is also a runner and he is bending down side Jack."
7izh0beosiq1gwvw2h_1.jpg,Fatigue,"Chloe is a Female Adult. Chloe is a(n) Runner. Chloe is or has Bent spine, Leaning forward, Tense posture. Chloe's physical environment is on a trail.","Chloe is a Female Adult. Chloe is a(n) Runner. Chloe is or has Bent spine, Leaning forward, Tense posture. Chloe's physical environment is on a trail.","Chloe is a Female Adult. Chloe is a(n) Runner. Chloe is or has Bent spine, Leaning forward, Tense posture."
7n4crhbc1seukht1rj_1.jpg,Fatigue,"Sean is a Male Adult. Sean is a(n) Employee. Sean is or has Closed eyes, Tilting head downward, Taking off eyeglasses, Rubbing the eyes. Sean's physical environment is in an office with a laptop on a table.","Sean is a Male Adult. Sean is a(n) Employee. Sean is or has Closed eyes, Tilting head downward, Taking off eyeglasses, Rubbing the eyes. Sean's physical environment is in an office with a laptop on a table.","Sean is a Male Adult. Sean is a(n) Employee. Sean is or has Closed eyes, Tilting head downward, Taking off eyeglasses, Rubbing the eyes."
7vhtggs22hho9hx0u8_1.jpg,Fatigue,"Wendy is a Female Adult. Wendy is a(n) Employee. Wendy is or has Closed eyes, Bending forward and laying head on arms, Sitting. Wendy's physical environment is at s desk with a big pile of documents on it.","Wendy is a Female Adult. Wendy is a(n) Employee. Wendy is or has Closed eyes, Bending forward and laying head on arms, Sitting. Wendy's physical environment is at s desk with a big pile of documents on it.","Wendy is a Female Adult. Wendy is a(n) Employee. Wendy is or has Closed eyes, Bending forward and laying head on arms, Sitting."
85e4yd4bqerachtx4a_3.jpg,Fatigue,"Wendy is a Female Adult. Wendy is a(n) Professional. Wendy is or has Looking down, Tilting head downward, Scratching at cheek or temple. Ronald is Wendy's coworker and he is discussing with Wendy. Beth is Wendy's coworker and she is discussing with Wendy. Wendy's physical environment is in a meeting at an office.","Wendy is a Female Adult. Wendy is a(n) Professional. Wendy is or has Looking down, Tilting head downward, Scratching at cheek or temple. Wendy's physical environment is in a meeting at an office.","Wendy is a Female Adult. Wendy is a(n) Professional. Wendy is or has Looking down, Tilting head downward, Scratching at cheek or temple. Ronald is Wendy's coworker and he is discussing with Wendy. Beth is Wendy's coworker and she is discussing with Wendy."
897wr0zfqtwwn4i7gh_1.jpg,Fatigue,"Wendy is a Female Adult. Wendy is a(n) Employee. Wendy is or has Looking down, Tilting head downward, Rubbing one's forehead or eyebrows, Hunched shoulders. Wendy's physical environment is in an office.","Wendy is a Female Adult. Wendy is a(n) Employee. Wendy is or has Looking down, Tilting head downward, Rubbing one's forehead or eyebrows, Hunched shoulders. Wendy's physical environment is in an office.","Wendy is a Female Adult. Wendy is a(n) Employee. Wendy is or has Looking down, Tilting head downward, Rubbing one's forehead or eyebrows, Hunched shoulders."
8asffyd06pw8jyxq2i_1.jpg,Fatigue,"Sophia is a Female Adult. Sophia is or has Squeezing eyes shut, Open mouth. Sophia's physical environment is on a couch.","Sophia is a Female Adult. Sophia is or has Squeezing eyes shut, Open mouth. Sophia's physical environment is on a couch.","Sophia is a Female Adult. Sophia is or has Squeezing eyes shut, Open mouth."
8envv4lus044d68bse_1.jpg,Confusion,"Jack is a male adult. Jack is a(n) business professional. Jack is or has bending forward, hands on both sides of head. Jack's physical environment is in front of a computer.","Jack is a male adult. Jack is a(n) business professional. Jack is or has bending forward, hands on both sides of head. Jack's physical environment is in front of a computer.","Jack is a male adult. Jack is a(n) business professional. Jack is or has bending forward, hands on both sides of head."
8eyq6159c1uinnq8mo_1.jpg,Fatigue,"Terry is a male adult. Terry is or has closed eyes, hand resting on forehead, clenched fists, lying flat. Terry's physical environment is in a gym.","Terry is a male adult. Terry is or has closed eyes, hand resting on forehead, clenched fists, lying flat. Terry's physical environment is in a gym.","Terry is a male adult. Terry is or has closed eyes, hand resting on forehead, clenched fists, lying flat."
8gnnelkgvibrn903fp_1.jpg,Fatigue,Greg is a male adult. Greg is or has yawning. Greg's physical environment is in a library.,Greg is a male adult. Greg is or has yawning. Greg's physical environment is in a library.,Greg is a male adult. Greg is or has yawning.
8gyg6x3qsrjj5c011r_1.jpg,Fatigue,"Wendy is a Female Adult. Wendy is a(n) Professional. Wendy is or has Closed eyes, Open mouth, Rubbing temples, Sitting, Shoulders slumping or curling forward. Wendy's physical environment is in a office with a computer on a desk.","Wendy is a Female Adult. Wendy is a(n) Professional. Wendy is or has Closed eyes, Open mouth, Rubbing temples, Sitting, Shoulders slumping or curling forward. Wendy's physical environment is in a office with a computer on a desk.","Wendy is a Female Adult. Wendy is a(n) Professional. Wendy is or has Closed eyes, Open mouth, Rubbing temples, Sitting, Shoulders slumping or curling forward."
8kmka81vsu3b3i3d12_1.jpg,Fatigue,Jack is a male adult. Jack is a(n) business professional. Jack is or has rubbing the eyes. Jack's physical environment is at an office.,Jack is a male adult. Jack is a(n) business professional. Jack is or has rubbing the eyes. Jack's physical environment is at an office.,Jack is a male adult. Jack is a(n) business professional. Jack is or has rubbing the eyes.
8pvs93yj627cs6jtzb_1.jpg,Fatigue,"Jack is a Male Adult. Jack is a(n) Professional. Jack is or has Closed eyes, Bent spine, Sitting, Tilting head downward, Leaning head on hand. Jack's physical environment is in an office with a computer on the desk.","Jack is a Male Adult. Jack is a(n) Professional. Jack is or has Closed eyes, Bent spine, Sitting, Tilting head downward, Leaning head on hand. Jack's physical environment is in an office with a computer on the desk.","Jack is a Male Adult. Jack is a(n) Professional. Jack is or has Closed eyes, Bent spine, Sitting, Tilting head downward, Leaning head on hand."
8qdtrhqpeuz1eo6bot_1.jpg,Fatigue,"Sean is a male adult. Sean is a(n) athlete. Sean is or has sitting, bending forward, visible sweating, visible tension in the neck, shoulders, and arms. Sean's physical environment is in a gym.","Sean is a male adult. Sean is a(n) athlete. Sean is or has sitting, bending forward, visible sweating, visible tension in the neck, shoulders, and arms. Sean's physical environment is in a gym.","Sean is a male adult. Sean is a(n) athlete. Sean is or has sitting, bending forward, visible sweating, visible tension in the neck, shoulders, and arms."
8qtqjoduto48wtxghi_1.jpg,Fatigue,"Nancy is a Female Adult. Nancy is a(n) Professional. Nancy is or has Closed eyes, Resting one side of face on hand, Leaning forward, Sitting. Nancy's physical environment is a laptop and a big pile of books on the table.","Nancy is a Female Adult. Nancy is a(n) Professional. Nancy is or has Closed eyes, Resting one side of face on hand, Leaning forward, Sitting. Nancy's physical environment is a laptop and a big pile of books on the table.","Nancy is a Female Adult. Nancy is a(n) Professional. Nancy is or has Closed eyes, Resting one side of face on hand, Leaning forward, Sitting."
8sc0lapukt5i6benb6_1.jpg,Fatigue,"Sophia is a Female Adult. Sophia is or has Closed eyes, Rubbing the eyes, Sitting. Sophia's physical environment is in a bed.","Sophia is a Female Adult. Sophia is or has Closed eyes, Rubbing the eyes, Sitting. Sophia's physical environment is in a bed.","Sophia is a Female Adult. Sophia is or has Closed eyes, Rubbing the eyes, Sitting."
8zuaqvqrb8xm5cew4p_1.jpg,Sadness,"Wendy is a female adult. Wendy is or has empty stare, unfocused gaze, tilting one's head to the side, leaning on an object. Wendy's physical environment is on a street.","Wendy is a female adult. Wendy is or has empty stare, unfocused gaze, tilting one's head to the side, leaning on an object. Wendy's physical environment is on a street.","Wendy is a female adult. Wendy is or has empty stare, unfocused gaze, tilting one's head to the side, leaning on an object."
948afl2wo9adxlszje_1.jpg,Pain/Suffering - Emotional,"Lucas is a Male Adult. Lucas is or has Sitting, Palms covering forehead, Hunched shoulders. Lucas's physical environment is outdoor.","Lucas is a Male Adult. Lucas is or has Sitting, Palms covering forehead, Hunched shoulders. Lucas's physical environment is outdoor.","Lucas is a Male Adult. Lucas is or has Sitting, Palms covering forehead, Hunched shoulders."
95dq62n4pituo0usen_2.jpg,Sadness,"Sophia is a Female Adult. Sophia is or has Staring down at the ground, Gaze clouding, going distant, Flat expression, Bending forward and laying head on arms. Karl is Sophia's partner and he is sitting far from Sophia and has turned his back on her. Sophia's physical environment is on a couch in a living room.","Sophia is a Female Adult. Sophia is or has Staring down at the ground, Gaze clouding, going distant, Flat expression, Bending forward and laying head on arms. Sophia's physical environment is on a couch in a living room.","Sophia is a Female Adult. Sophia is or has Staring down at the ground, Gaze clouding, going distant, Flat expression, Bending forward and laying head on arms. Karl is Sophia's partner and he is sitting far from Sophia and has turned his back on her."
9bxt4vwyaytxtt5bgk_3.jpg,Embarrassment,"Sophia is a female adolescent. Sophia is or has crying, chin dipping down, hand wiping tears, bracing against a wall. Beth is Sophia's classmate and she is laughing and pointing at Sophia. Nora is Sophia's classmate and she is pointing at Sophia. Sophia's physical environment is in a school hallway.","Sophia is a female adolescent. Sophia is or has crying, chin dipping down, hand wiping tears, bracing against a wall. Sophia's physical environment is in a school hallway.","Sophia is a female adolescent. Sophia is or has crying, chin dipping down, hand wiping tears, bracing against a wall. Beth is Sophia's classmate and she is laughing and pointing at Sophia. Nora is Sophia's classmate and she is pointing at Sophia."
